roster,row_index,name,award_year,service,acm_profile,acm_evidence_url,acm_evidence_time,acm_award_country,reviewed_at,prior_link,accepted_link,prior_quality,accepted_quality,prior_date,accepted_date,evidence_mode,identity_finding,review_status,availability,fetch_outcome,evidence_time,capture_sha256,capture_path,final_url,institution_country_evidence,publication_count,count_basis,sample_count,sample_scope,representative_publications,coverage_finding,contamination_finding,rationale,search_queries,search_outcome,candidate,review_question,action,additional_sources
turing_award_winners.csv,34,"Kahn, Robert E",2004,csrankings,https://awards.acm.org/award-recipients/kahn_4598637,https://awards.acm.org/award-recipients/kahn_4598637,2026-09-13T23:40:44Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"All 29 DBLP records inspected: IMP, flow control, TCP/IP, packet radio and digital objects cover multiple phases of Kahn's recognized network-systems career.","[{""query"": ""\""Robert E Kahn\"" \""Google Scholar\"""", ""log"": ""follow-up-search.json""}, {""query"": ""Robert E Kahn Google Scholar CSRankings"", ""log"": ""search-24.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,35,"Kay, Alan",2003,scholar,https://awards.acm.org/award-recipients/kay_3972189,https://awards.acm.org/award-recipients/kay_3972189,2026-09-13T23:40:57Z,United Kingdom,2026-09-18T19:32:58.722129+00:00,,,N,N,,,existing captures; general web discovery,missing,missing,no stored link,,,,,,,,,,,,not assessed: missing link,not assessed,"Smalltalk/Squeak, Dynabook, personal computing and Croquet form coherent Kay bibliography. ACM country alone does not outweigh distinctive publication identity.","[{""query"": ""\""Alan Kay\"" \""Google Scholar\"""", ""log"": ""follow-up-search.json""}, {""query"": ""Alan Kay Google Scholar CSRankings"", ""log"": ""search-24.json""}]",General web search and retained candidate evidence did not establish an acceptable accessible profile; no claim that none exists. September 16 search: Search returns Alan R. Kay in neuroscience and other namesakes; no matching computer-scientist Scholar profile verified.,,,leave blank, ; https://samueli.ucla.edu/people/alan-kay/
turing_award_winners.csv,35,"Kay, Alan",2003,dblp,https://awards.acm.org/award-recipients/kay_3972189,https://awards.acm.org/award-recipients/kay_3972189,2026-09-13T23:40:57Z,United Kingdom,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/k/AlanCKay,https://dblp.org/pid/k/AlanCKay,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T21:39:05Z,e7bbcc083b296438761f7e1a2739d7112f42eb98f3e53c25c2583b900d66cd68,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/952d508c7cff9d4b0febed70f35c4f267a32884decb1cd75e7a3f19d31c9e5cc-1789681145931049000.html,https://dblp.org/pid/k/AlanCKay.html,"id=""profile""> Person information affiliation: University of California, Los Angeles, CA, USA affiliation: Viewpoints Research Institute, Los Angeles, CA, USA award (2004): Kyoto Prize award (2003): Turing Award award (1987): ACM Software System Award ",39,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1971–2019","Computational thinking should just be good thinking. | The cuneiform tablets of 2015. | A Personal Computer for Children of All Ages. | The Use of Vision and Manipulation to Solve the ""Instant Insanity"" Puzzle.",meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"Smalltalk/Squeak, Dynabook, personal computing and Croquet form coherent Kay bibliography. ACM country alone does not outweigh distinctive publication identity.",,,,,retain,
turing_award_winners.csv,35,"Kay, Alan",2003,csrankings,https://awards.acm.org/award-recipients/kay_3972189,https://awards.acm.org/award-recipients/kay_3972189,2026-09-13T23:40:57Z,United Kingdom,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"Smalltalk/Squeak, Dynabook, personal computing and Croquet form coherent Kay bibliography. ACM country alone does not outweigh distinctive publication identity.","[{""query"": ""\""Alan Kay\"" \""Google Scholar\"""", ""log"": ""follow-up-search.json""}, {""query"": ""Alan Kay Google Scholar CSRankings"", ""log"": ""search-24.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,36,"Adleman, Leonard M.",2002,scholar,https://awards.acm.org/award-recipients/adleman_7308544,https://awards.acm.org/award-recipients/adleman_7308544,2026-09-13T23:41:11Z,USA,2026-09-18T19:32:58.722129+00:00,,,N,N,,,existing captures; general web discovery,missing,missing,no stored link,,,,,,,,,,,,not assessed: missing link,not assessed,"USC exact CS key plus RSA, primality/discrete logarithms, DNA computing and evolution support Adleman. Molecular biology is a documented research direction, not contamination; distinguish Leonard Adelman at George Mason.","[{""query"": ""Leonard Adleman USC Google Scholar profile"", ""log"": ""search-28.json""}]",General web search and retained candidate evidence did not establish an acceptable accessible profile; no claim that none exists. September 16 search: No matching author profile verified in the general web search results.,,,leave blank,
turing_award_winners.csv,36,"Adleman, Leonard M.",2002,dblp,https://awards.acm.org/award-recipients/adleman_7308544,https://awards.acm.org/award-recipients/adleman_7308544,2026-09-13T23:41:11Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/a/LeonardMAdleman,https://dblp.org/pid/a/LeonardMAdleman,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T18:39:08Z,3b4cc1005a7d3cc36c66ebac0a6cdd3f78c74bdac67a564b72522d22e4fc6774,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/09561209ccd5bb28a35c2aecdb9bc81f829420d8db1b3dac34fcd4587a1d53ae-1789670348414609000.html,https://dblp.org/pid/a/LeonardMAdleman.html,"id=""profile""> Person information affiliation: University of Southern California, Department of Computer Science award (2002): Turing Award award (2018): National Inventors Hall of Fame award (1996): Paris Kanellakis Award <div style=""clear:",55,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1974–2024",Darwin Turing Dawkins: Building a General Theory of Evolution. | Counting Points on Curves and Abelian Varieties Over Finite Fields. | On Taking Roots in Finite Fields. | Short permutation strings.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"USC exact CS key plus RSA, primality/discrete logarithms, DNA computing and evolution support Adleman. Molecular biology is a documented research direction, not contamination; distinguish Leonard Adelman at George Mason.",,,,,retain,
turing_award_winners.csv,36,"Adleman, Leonard M.",2002,csrankings,https://awards.acm.org/award-recipients/adleman_7308544,https://awards.acm.org/award-recipients/adleman_7308544,2026-09-13T23:41:11Z,USA,2026-09-18T19:32:58.722129+00:00,Leonard M. Adleman,Leonard M. Adleman,,,2026-09-18,2026-09-18,existing captures; general web discovery,supported,supported,present in selected source snapshot; live inclusion not checked,retained source row matches all five original fields,2026-09-18 source snapshot,ba62c03dd6140660dc746056cb8eb4e4f01447b392662d1de71c4dc30e4f0845,bigcows-crawler/.cache/csrankings/csrankings-l.csv,,University of Southern California; homepage https://www.usc.edu/dept/molecular-science/fm-adleman.htm; compared with ACM country USA and publication identity.,not applicable,not applicable,not applicable,,,not applicable,not applicable,"USC exact CS key plus RSA, primality/discrete logarithms, DNA computing and evolution support Adleman. Molecular biology is a documented research direction, not contamination; distinguish Leonard Adelman at George Mason. Generated DBLP link https://dblp.org/pers/hd/a/Adleman:Leonard_M%3D has no retained resolved-destination capture in this review; its destination remains unverified and was not used as independent identity proof.",,,,,revalidate exact source key; alignment date remains 2026-09-18,https://www.usc.edu/dept/molecular-science/fm-adleman.htm
turing_award_winners.csv,37,"Rivest, Ronald L",2002,scholar,https://awards.acm.org/award-recipients/rivest_1403005,https://awards.acm.org/award-recipients/rivest_1403005,2026-09-13T23:41:18Z,USA,2026-09-18T19:32:58.722129+00:00,https://scholar.google.com/citations?user=6qE0tdAAAAAJ,https://scholar.google.com/citations?user=6qE0tdAAAAAJ,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported_sample,available at retained capture only; not freshly checked,retained success,2026-09-17T02:07:57Z,2072e3ddbb76f7e5af0bce2adc42dc5e2c71dc6cfcb5b390629c7762bdd19fdf,bigcows-crawler/.cache/turing-scholar-refresh-2026-09-16/cache.json,https://scholar.google.com/citations?user=6qE0tdAAAAAJ,"MIT Institute Professor; ACM award country USA; affiliations describe the capture, not necessarily award year.",20,lower bound from captured first page; not total profile size,20,all 20 captured most-cited entries; broader coverage and recent-work assessment unresolved,Introduction to algorithms | A method for obtaining digital signatures and public-key cryptosystems | The MD5 message-digest algorithm | On data banks and privacy homomorphisms,multiple central works represented in sample; full bibliography and recent-work coverage unresolved,no substantial unrelated cluster in the inspected sample,"MIT cryptography/algorithms/voting identity supported by RSA, MD5, RC5 and election audits. Isolated Merkle credit is acceptable. Preserve exact Ronald L. Rivest source key despite source alias Ron Rivest.",,,,,retain,
turing_award_winners.csv,37,"Rivest, Ronald L",2002,dblp,https://awards.acm.org/award-recipients/rivest_1403005,https://awards.acm.org/award-recipients/rivest_1403005,2026-09-13T23:41:18Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/r/RonaldLRivest,https://dblp.org/pid/r/RonaldLRivest,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T23:45:46Z,76da141dbabad89562741e1b4987e38c92bc4d0b1a21d29ac69e05be37140544,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/dde2d2aa85104a403b089863ce9bb27380640f4ed9ab5a38d8bf554bbc97a539-1789688746795453000.html,https://dblp.org/pid/r/RonaldLRivest.html,"id=""profile""> Person information affiliation: MIT, Internet Policy Research Initiative, USA award (2002): Turing Award award (2017): BBVA Foundation Frontiers of Knowledge Award award (2007): Marconi Prize award (1996): Paris Kanellakis Award <div style=""clear:",241,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1972–2025",Simple Public Key Infrastructure (SPKI) S-Expressions. | k-Cut: A Simple Approximately-Uniform Method for Sampling Ballots in Post-Election Audits. | The Subgraph Homeomorphism Problem. | Linear Time Bounds for Median Computations.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"MIT cryptography/algorithms/voting identity supported by RSA, MD5, RC5 and election audits. Isolated Merkle credit is acceptable. Preserve exact Ronald L. Rivest source key despite source alias Ron Rivest.",,,,,retain,
turing_award_winners.csv,37,"Rivest, Ronald L",2002,csrankings,https://awards.acm.org/award-recipients/rivest_1403005,https://awards.acm.org/award-recipients/rivest_1403005,2026-09-13T23:41:18Z,USA,2026-09-18T19:32:58.722129+00:00,Ronald L. Rivest,Ronald L. Rivest,,,2026-09-18,2026-09-18,existing captures; general web discovery,supported,supported,present in selected source snapshot; live inclusion not checked,retained source row matches all five original fields,2026-09-18 source snapshot,adc6f9339ec1673d4d2c3a0acf1640b8776faa11f0fa988a8aa2f191622b6dce,bigcows-crawler/.cache/csrankings/csrankings-r.csv,,Massachusetts Inst. of Technology; homepage http://people.csail.mit.edu/rivest; compared with ACM country USA and publication identity.,not applicable,not applicable,not applicable,,,not applicable,not applicable,"MIT cryptography/algorithms/voting identity supported by RSA, MD5, RC5 and election audits. Isolated Merkle credit is acceptable. Preserve exact Ronald L. Rivest source key despite source alias Ron Rivest. Generated DBLP link https://dblp.org/pers/hd/r/Rivest:Ronald_L%3D has no retained resolved-destination capture in this review; its destination remains unverified and was not used as independent identity proof.",,,,,revalidate exact source key; alignment date remains 2026-09-18,http://people.csail.mit.edu/rivest
turing_award_winners.csv,38,"Shamir, Adi",2002,scholar,https://awards.acm.org/award-recipients/shamir_2327856,https://awards.acm.org/award-recipients/shamir_2327856,2026-09-13T23:41:05Z,Israel,2026-09-18T19:32:58.722129+00:00,https://scholar.google.com/citations?user=EHLBP20AAAAJ,https://scholar.google.com/citations?user=EHLBP20AAAAJ,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported_sample,available at retained capture only; not freshly checked,retained success,2026-09-17T02:07:52Z,726138f052c0385b57adc03b18e43b50a543c78bd9d34751e8029f688ff1d113,bigcows-crawler/.cache/turing-scholar-refresh-2026-09-16/cache.json,https://scholar.google.com/citations?user=EHLBP20AAAAJ,"Unknown affiliation; ACM award country Israel; affiliations describe the capture, not necessarily award year.",20,lower bound from captured first page; not total profile size,20,all 20 captured most-cited entries; broader coverage and recent-work assessment unresolved,A method for obtaining digital signatures and public-key cryptosystems | How to share a secret | Identity-based cryptosystems and signature schemes | How to prove yourself: Practical solutions to identification and signature problems,multiple central works represented in sample; full bibliography and recent-work coverage unresolved,no substantial unrelated cluster in the inspected sample,"Weizmann CS key and RSA, secret sharing, differential cryptanalysis, side channels and IP=PSPACE support Shamir despite empty Scholar affiliation.",,,,,retain,
turing_award_winners.csv,38,"Shamir, Adi",2002,dblp,https://awards.acm.org/award-recipients/shamir_2327856,https://awards.acm.org/award-recipients/shamir_2327856,2026-09-13T23:41:05Z,Israel,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/s/AdiShamir,https://dblp.org/pid/s/AdiShamir,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T18:46:20Z,5aa2744966e9d556e2cf9dd10cbe01a67caa6ee8c8bbdc8742f6b5822f3092c1,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/53ce1295b289b161496d9ae314fcc50b52fd1df2ba81acf0282c3d32f22cfc96-1789670780950983000.html,https://dblp.org/pid/s/AdiShamir.html,"id=""profile""> Person information affiliation: Weizmann Institute of Science, Rehovot, Israel award (2002): Turing Award award (2017): BBVA Foundation Frontiers of Knowledge Award award (1996): Paris Kanellakis Award ",291,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1975–2026",Error Resilient Space Partitioning. | Error Resilient Space Partitioning (Invited Talk). | A Method for Obtaining Digital Signatures and Public-Key Cryptosystems (Reprint). | The Optimal Fixedpoint of Recursive Programs.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"Weizmann CS key and RSA, secret sharing, differential cryptanalysis, side channels and IP=PSPACE support Shamir despite empty Scholar affiliation.",,,,,retain,
turing_award_winners.csv,38,"Shamir, Adi",2002,csrankings,https://awards.acm.org/award-recipients/shamir_2327856,https://awards.acm.org/award-recipients/shamir_2327856,2026-09-13T23:41:05Z,Israel,2026-09-18T19:32:58.722129+00:00,Adi Shamir,Adi Shamir,,,2026-09-18,2026-09-18,existing captures; general web discovery,supported,supported,present in selected source snapshot; live inclusion not checked,retained source row matches all five original fields,2026-09-18 source snapshot,017064f42e5c808978836abc7ae94bb9476b33d3f2c8f359048e1940166aefae,bigcows-crawler/.cache/csrankings/csrankings-a.csv,,Weizmann Institute of Science; homepage https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=1486; compared with ACM country Israel and publication identity.,not applicable,not applicable,not applicable,,,not applicable,not applicable,"Weizmann CS key and RSA, secret sharing, differential cryptanalysis, side channels and IP=PSPACE support Shamir despite empty Scholar affiliation. Generated DBLP link https://dblp.org/pers/hd/s/Shamir:Adi has no retained resolved-destination capture in this review; its destination remains unverified and was not used as independent identity proof.",,,,,revalidate exact source key; alignment date remains 2026-09-18,https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=1486
turing_award_winners.csv,39,"Dahl, Ole-Johan",2001,scholar,https://awards.acm.org/award-recipients/dahl_6917600,https://awards.acm.org/award-recipients/dahl_6917600,2026-09-13T23:41:31Z,Norway,2026-09-18T19:32:58.722129+00:00,,,N,N,,,existing captures; general web discovery,missing,missing,no stored link,,,,,,,,,,,,not assessed: missing link,not assessed,"All 20 DBLP records inspected; SIMULA, Structured Programming, ABEL and verification represent Dahl's central language/formal-methods contributions across 1966–2004, with no substantial unrelated cluster.","[{""query"": ""Ole Johan Dahl Google Scholar CSRankings"", ""log"": ""search-28.json""}]",General web search and retained candidate evidence did not establish an acceptable accessible profile; no claim that none exists. September 16 search: No matching author profile verified in the general web search results.,,,leave blank,
turing_award_winners.csv,39,"Dahl, Ole-Johan",2001,dblp,https://awards.acm.org/award-recipients/dahl_6917600,https://awards.acm.org/award-recipients/dahl_6917600,2026-09-13T23:41:31Z,Norway,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/d/OleJohanDahl,https://dblp.org/pid/d/OleJohanDahl,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T23:50:20Z,3992fb4975a75bdb9f036de84068d6c14031c80c67dee5c24c7e5c75c93b93c7,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/d6994e7678c74c71091467bf964b665436e8f2bd913c69de94f5e08b781da261-1789689020455120000.html,https://dblp.org/pid/d/OleJohanDahl.html,"id=""profile""> Person information award (2001): Turing Award award (2001): IEEE John von Neumann Medal <div style=""clear:",20,records in complete retained bibliography; versions/reprints may repeat works,20,all records; years 1966–2004,The Birth of Object Orientation: the Simula Languages. | The Roots of Object Orientation: The Simula Language. | Structured programming. | SIMULA - an ALGOL-based simulation language.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"All 20 DBLP records inspected; SIMULA, Structured Programming, ABEL and verification represent Dahl's central language/formal-methods contributions across 1966–2004, with no substantial unrelated cluster.",,,,,retain,
turing_award_winners.csv,39,"Dahl, Ole-Johan",2001,csrankings,https://awards.acm.org/award-recipients/dahl_6917600,https://awards.acm.org/award-recipients/dahl_6917600,2026-09-13T23:41:31Z,Norway,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"All 20 DBLP records inspected; SIMULA, Structured Programming, ABEL and verification represent Dahl's central language/formal-methods contributions across 1966–2004, with no substantial unrelated cluster.","[{""query"": ""Ole Johan Dahl Google Scholar CSRankings"", ""log"": ""search-28.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,40,"Nygaard, Kristen",2001,scholar,https://awards.acm.org/award-recipients/nygaard_5916220,https://amturing.acm.org/award_winners/nygaard_5916220.cfm,2026-09-13T23:41:25Z,Norway,2026-09-18T19:32:58.722129+00:00,,,N,N,,,existing captures; general web discovery,missing,missing,no stored link,,,,,,,,,,,,not assessed: missing link,not assessed,"All 21 DBLP records inspected; SIMULA and BETA development, program modularization and social aspects of development represent Nygaard's recognized object-oriented work. Retained ACM Turing page supplies identity where current directory profile is absent.","[{""query"": ""Kristen Nygaard Google Scholar CSRankings"", ""log"": ""search-28.json""}]",General web search and retained candidate evidence did not establish an acceptable accessible profile; no claim that none exists. September 16 search: No matching author profile verified in the general web search results.,,,leave blank,
turing_award_winners.csv,40,"Nygaard, Kristen",2001,dblp,https://awards.acm.org/award-recipients/nygaard_5916220,https://amturing.acm.org/award_winners/nygaard_5916220.cfm,2026-09-13T23:41:25Z,Norway,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/98/892,https://dblp.org/pid/98/892,Y,Y,2026-09-18,2026-09-18,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-18T00:35:56Z,350e7982992027770cd64a73f976c4cacb2e86da22fb1cccbb56c9f4757b2d83,bigcows-crawler/.cache/dblp-missing-web-2026-09-17-203211/safari/captures/232aede99635a5ca6955eec0bf384a8521cbec56bdbae8d86b074a1df1074778-1789691756425304000.html,https://dblp.org/pid/98/892.html,"id=""profile""> Person information award (2001): Turing Award award (2001): IEEE John von Neumann Medal ",21,records in complete retained bibliography; versions/reprints may repeat works,21,all records; years 1966–2003,Obituary: Ole-Johan Dahl. | In Memory of Kristen Nygaard and Ole-Johan Dahl. | Transcript of presentation. | SIMULA - an ALGOL-based simulation language.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"All 21 DBLP records inspected; SIMULA and BETA development, program modularization and social aspects of development represent Nygaard's recognized object-oriented work. Retained ACM Turing page supplies identity where current directory profile is absent.",,,,,retain,
turing_award_winners.csv,40,"Nygaard, Kristen",2001,csrankings,https://awards.acm.org/award-recipients/nygaard_5916220,https://amturing.acm.org/award_winners/nygaard_5916220.cfm,2026-09-13T23:41:25Z,Norway,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"All 21 DBLP records inspected; SIMULA and BETA development, program modularization and social aspects of development represent Nygaard's recognized object-oriented work. Retained ACM Turing page supplies identity where current directory profile is absent.","[{""query"": ""Kristen Nygaard Google Scholar CSRankings"", ""log"": ""search-28.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,41,"Yao, Andrew C",2000,scholar,https://awards.acm.org/award-recipients/yao_1611524,https://awards.acm.org/award-recipients/yao_1611524,2026-09-13T23:41:38Z,China,2026-09-18T19:32:58.722129+00:00,,,N,N,,,existing captures; general web discovery,missing,missing,no stored link,,,,,,,,,,,,not assessed: missing link,not assessed,"Tsinghua source and complexity, cryptography, communication complexity and newer AI work identify Yao. Exact accepted Andrew C. Yao key retained despite fuller source alias; institutional history supports older US affiliations.","[{""query"": ""Andrew Chi Chih Yao Google Scholar profile"", ""log"": ""search-28.json""}]",General web search and retained candidate evidence did not establish an acceptable accessible profile; no claim that none exists. September 16 search: No matching author profile verified in the general web search results.,,,leave blank,
turing_award_winners.csv,41,"Yao, Andrew C",2000,dblp,https://awards.acm.org/award-recipients/yao_1611524,https://awards.acm.org/award-recipients/yao_1611524,2026-09-13T23:41:38Z,China,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/y/AndrewChiChihYao,https://dblp.org/pid/y/AndrewChiChihYao,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T23:19:35Z,173faff111f1922ef9437f8eeccedc9475a71f46bd62bf47bbb4deddbaa68977,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/d71305f48a5b58232a2925c4732bc1a32ce330924016bf348e52145e23053d50-1789687175633813000.html,https://dblp.org/pid/y/AndrewChiChihYao.html,"id=""profile""> Person information unicode name: 姚期智 affiliation: Tsinghua University, Institute for Theoretical Computer Science award (2000): Turing Award award (1996): Knuth Prize <div style=""clear:",202,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1974–2026",Probing the Lack of Stable Internal Beliefs in LLMs. | AutoMathText: Autonomous Data Selection with Language Models for Mathematical Texts. | On the Loop Switching Addressing Problem. | Scheduling Unit-Time Tasks with Limited Resources.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"Tsinghua source and complexity, cryptography, communication complexity and newer AI work identify Yao. Exact accepted Andrew C. Yao key retained despite fuller source alias; institutional history supports older US affiliations.",,,,,retain,
turing_award_winners.csv,41,"Yao, Andrew C",2000,csrankings,https://awards.acm.org/award-recipients/yao_1611524,https://awards.acm.org/award-recipients/yao_1611524,2026-09-13T23:41:38Z,China,2026-09-18T19:32:58.722129+00:00,Andrew C. Yao,Andrew C. Yao,,,2026-09-18,2026-09-18,existing captures; general web discovery,supported,supported,present in selected source snapshot; live inclusion not checked,retained source row matches all five original fields,2026-09-18 source snapshot,017064f42e5c808978836abc7ae94bb9476b33d3f2c8f359048e1940166aefae,bigcows-crawler/.cache/csrankings/csrankings-a.csv,,Tsinghua University; homepage http://iiis.tsinghua.edu.cn/yao; compared with ACM country China and publication identity.,not applicable,not applicable,not applicable,,,not applicable,not applicable,"Tsinghua source and complexity, cryptography, communication complexity and newer AI work identify Yao. Exact accepted Andrew C. Yao key retained despite fuller source alias; institutional history supports older US affiliations. Generated DBLP link https://dblp.org/pers/hd/y/Yao:Andrew_C%3D has no retained resolved-destination capture in this review; its destination remains unverified and was not used as independent identity proof.",,,,,revalidate exact source key; alignment date remains 2026-09-18,http://iiis.tsinghua.edu.cn/yao
turing_award_winners.csv,42,"Brooks, Frederick",1999,scholar,https://awards.acm.org/award-recipients/brooks_1002187,https://awards.acm.org/award-recipients/brooks_1002187,2026-09-13T23:41:45Z,USA,2026-09-18T19:32:58.722129+00:00,https://scholar.google.com/citations?user=_h65cfgAAAAJ,https://scholar.google.com/citations?user=_h65cfgAAAAJ,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported_sample,available at retained capture only; not freshly checked,retained success,2026-09-17T02:08:04Z,448dc6d68f5b25c1d7ca91f6811e95df8e90e6d366d98a852c9546c0d5ebcf83,bigcows-crawler/.cache/turing-scholar-refresh-2026-09-16/cache.json,https://scholar.google.com/citations?user=_h65cfgAAAAJ,"University of North Carolina at Chapel Hill, emeritus; ACM award country USA; affiliations describe the capture, not necessarily award year.",20,lower bound from captured first page; not total profile size,20,all 20 captured most-cited entries; broader coverage and recent-work assessment unresolved,"The mythical man-month, anniversary edition: essays on software engineering | No silver bullet | Computer architecture: a quantitative approach | Bending and buckling of carbon nanotubes under large strain",multiple central works represented in sample; full bibliography and recent-work coverage unresolved,no substantial unrelated cluster in the inspected sample,"UNC architecture/software engineering and VR/haptics identity supported by Mythical Man-Month, GROPE, walkthrough and nanomanipulator collaborations. Nanotube papers include Brooks and established visualization collaborators; isolated architecture-book attribution is acceptable.",,,,,retain,
turing_award_winners.csv,42,"Brooks, Frederick",1999,dblp,https://awards.acm.org/award-recipients/brooks_1002187,https://awards.acm.org/award-recipients/brooks_1002187,2026-09-13T23:41:45Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/b/FrederickPBrooksJr,https://dblp.org/pid/b/FrederickPBrooksJr,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T23:36:14Z,93d8fcdb0814fbe47d9fc539e404794d30e42d46b77298b907a05c6793e32126,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/7cb865c548499da6b35939068db01083198cc773a139b7730bd9ce1976ad62c4-1789688174443637000.html,https://dblp.org/pid/b/FrederickPBrooksJr.html,"id=""profile""> Person information affiliation: University of North Carolina at Chapel Hill, Department of Computer Science award: Turing Award, 1999 award (2004): Eckert-Mauchly Award award (1994): ACM - AAAI Allen Newell Award award (1993): IEEE John von Neumann Medal award (1985): National Medal of Technology and Innovation award (1970): W. Wallace McDowell Award <div style=""clear:",90,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1957–2021",Immersion and Coherence: Research Agenda and Early Results. | Filling the gaps: Hybrid vision and inertial tracking. | Evaluation of an interactive display system for teaching numerical analysis. | A program-controlled program interruption system.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"UNC architecture/software engineering and VR/haptics identity supported by Mythical Man-Month, GROPE, walkthrough and nanomanipulator collaborations. Nanotube papers include Brooks and established visualization collaborators; isolated architecture-book attribution is acceptable.",,,,,retain,
