roster,name,previous_csrankings_name,csrankings_name,status,legacy_dblp_candidates,legacy_scholar_candidates,reason,institutional_source,roster_dblp_profile,roster_scholar_profile
acm_fellows.csv,"Adar, Eytan",Eytan Adar,Eytan Adar,existing_link_corroborated,Eytan Adar,Eytan Adar,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/EytanAdar,https://scholar.google.com/citations?user=4tMapHYAAAAJ
acm_fellows.csv,"Jacob, Robert J.K.",Robert J. K. Jacob,Robert J. K. Jacob,existing_link_corroborated,Robert J. K. Jacob,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/j/RobertJKJacob,https://scholar.google.com/citations?user=FWjqglcAAAAJ
acm_fellows.csv,"Jha, Somesh",Somesh Jha,Somesh Jha,existing_link_corroborated,Somesh Jha,Somesh Jha,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/j/SomeshJha,https://scholar.google.com/citations?user=BaI7l8QAAAAJ
acm_fellows.csv,"Kermarrec, Anne-Marie",Anne-Marie Kermarrec,Anne-Marie Kermarrec,existing_link_corroborated,Anne-Marie Kermarrec,Anne-Marie Kermarrec,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/86/676,https://scholar.google.com/citations?user=aIAy-qcAAAAJ
acm_fellows.csv,"Kozyrakis, Christos",Christos Kozyrakis,Christos Kozyrakis,existing_link_corroborated,Christos Kozyrakis,Christos Kozyrakis,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/ChristoforosEKozyrakis,https://scholar.google.com/citations?user=G2EJz5kAAAAJ
acm_fellows.csv,"Kwiatkowska, Marta",Marta Kwiatkowska,Marta Kwiatkowska,existing_link_corroborated,Marta Kwiatkowska,Marta Kwiatkowska,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/MartaZKwiatkowska,https://scholar.google.com/citations?user=ArcH6PkAAAAJ
acm_fellows.csv,"Mowry, Todd C",Todd C. Mowry,Todd C. Mowry,existing_link_corroborated,Todd C. Mowry,Todd C. Mowry,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/65/4120,https://scholar.google.com/citations?user=MYsIXF4AAAAJ
acm_fellows.csv,"Patel, Shwetak N",Shwetak N. Patel,Shwetak N. Patel,existing_link_corroborated,Shwetak N. Patel,Shwetak N. Patel,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/p/ShwetakNPatel,https://scholar.google.com/citations?user=z4S5rC0AAAAJ
acm_fellows.csv,"Peleg, David",David Peleg,David Peleg,existing_link_corroborated,David Peleg,David Peleg,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/p/DavidPeleg,https://scholar.google.com/citations?user=wBVagosAAAAJ
acm_fellows.csv,"Perrig, Adrian",Adrian Perrig,Adrian Perrig,existing_link_corroborated,Adrian Perrig,Adrian Perrig,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/16/6873,https://scholar.google.com/citations?user=n-Oret4AAAAJ
acm_fellows.csv,"Raschid, Louiqa",Louiqa Raschid,Louiqa Raschid,existing_link_corroborated,Louiqa Raschid,Louiqa Raschid,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/r/LouiqaRaschid,https://scholar.google.com/citations?user=MD8nInYAAAAJ
acm_fellows.csv,"Rushmeier, Holly E",Holly E. Rushmeier,Holly E. Rushmeier,existing_link_corroborated,Holly E. Rushmeier,Holly E. Rushmeier,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/13/6571,https://scholar.google.com/citations?user=saY3qN5NWbcC
acm_fellows.csv,"Taylor, Valerie",Valerie Taylor 0001,Valerie Taylor 0001,existing_link_corroborated,Valerie Taylor 0001,Valerie Taylor 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/50/1380,https://scholar.google.com/citations?user=UUWrt60AAAAJ
acm_fellows.csv,"Tomasi, Carlo",Carlo Tomasi,Carlo Tomasi,existing_link_corroborated,Carlo Tomasi,Carlo Tomasi,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/24/2162,https://scholar.google.com/citations?user=xViwZ0QAAAAJ
acm_fellows.csv,"Zhou, Zhi-Hua",Zhi-Hua Zhou,Zhi-Hua Zhou,existing_link_corroborated,Zhi-Hua Zhou,Zhi-Hua Zhou,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/z/ZhiHuaZhou,https://scholar.google.com/citations?user=rSVIHasAAAAJ
acm_fellows.csv,"Ailamaki, Anastasia",Anastasia Ailamaki,Anastasia Ailamaki,existing_link_corroborated,Anastasia Ailamaki,Anastasia Ailamaki,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/AnastassiaAilamaki,https://scholar.google.com/citations?user=YdrkeNwAAAAJ
acm_fellows.csv,"Amato, Nancy M",Nancy M. Amato,Nancy M. Amato,existing_link_corroborated,Nancy M. Amato,Nancy M. Amato,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/NMAmato,https://scholar.google.com/citations?user=AmaB9c4AAAAJ
acm_fellows.csv,"Blei, David M.",David M. Blei,David M. Blei,existing_link_corroborated,David M. Blei,David M. Blei,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/86/1910,https://scholar.google.com/citations?user=8OYE6iEAAAAJ
acm_fellows.csv,"Chang, Naehyuck",Naehyuck Chang,Naehyuck Chang,existing_link_corroborated,Naehyuck Chang,Naehyuck Chang,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/84/5634,https://scholar.google.com/citations?user=w0uiMd4AAAAJ
acm_fellows.csv,"De Giacomo, Giuseppe",Giuseppe De Giacomo,Giuseppe De Giacomo,existing_link_corroborated,Giuseppe De Giacomo,Giuseppe De Giacomo,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/g/GDGiacomo,https://scholar.google.com/citations?user=Sfo4K0oAAAAJ
acm_fellows.csv,"Dourish, Paul",Paul Dourish,Paul Dourish,existing_link_corroborated,Paul Dourish,Paul Dourish,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/97/936,https://scholar.google.com/citations?user=wyCIJfQAAAAJ
acm_fellows.csv,"Dwork, Cynthia",Cynthia Dwork,Cynthia Dwork,existing_link_corroborated,Cynthia Dwork,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/83/6616,
acm_fellows.csv,"Falsafi, Babak",Babak Falsafi,Babak Falsafi,existing_link_corroborated,Babak Falsafi,Babak Falsafi,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/f/BabakFalsafi,https://scholar.google.com/citations?user=LaNEuBUAAAAJ
acm_fellows.csv,"Franz, Michael",Michael Franz,Michael Franz,existing_link_corroborated,Michael Franz,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/f/MichaelFranz,
acm_fellows.csv,"Haritsa, Jayant R",Jayant R. Haritsa,Jayant R. Haritsa,existing_link_corroborated,Jayant R. Haritsa,Jayant R. Haritsa,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/h/JayantRHaritsa,https://scholar.google.com/citations?user=dc626ewAAAAJ
acm_fellows.csv,"Hirschberg, Julia",Julia Hirschberg,Julia Hirschberg,existing_link_corroborated,Julia Hirschberg,Julia Hirschberg,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/h/JuliaHirschberg,https://scholar.google.com/citations?user=Qrd7FCoAAAAJ
acm_fellows.csv,"Indyk, Piotr",Piotr Indyk,Piotr Indyk,existing_link_corroborated,Piotr Indyk,Piotr Indyk,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/i/PiotrIndyk,https://scholar.google.com/citations?user=oOwNKsAAAAAJ
acm_fellows.csv,"Kuo, Tei-Wei",Tei-Wei Kuo,Tei-Wei Kuo,existing_link_corroborated,Tei-Wei Kuo,Tei-Wei Kuo,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/07/3181,https://scholar.google.com/citations?user=gBuHlIQAAAAJ
acm_fellows.csv,"Leroy, Xavier",Xavier Leroy,Xavier Leroy,existing_link_corroborated,Xavier Leroy,Xavier Leroy,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/03/352,https://scholar.google.com/citations?user=K5yXAeAAAAAJ
acm_fellows.csv,"Lin, Chih-Jen",Chih-Jen Lin,Chih-Jen Lin,existing_link_corroborated,Chih-Jen Lin,Chih-Jen Lin,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/61/1218,https://scholar.google.com/citations?user=SLMkts8AAAAJ
acm_fellows.csv,"Liu, Bing",Bing Liu 0001,Bing Liu 0001,existing_link_corroborated,Bing Liu 0001,Bing Liu 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/97/4797,https://scholar.google.com/citations?user=Kt1bjZoAAAAJ
acm_fellows.csv,"Lyu, Michael Rung-Tsong",Michael Rung-Tsong Lyu,Michael Rung-Tsong Lyu,existing_link_corroborated,Michael Rung-Tsong Lyu,Michael Rung-Tsong Lyu,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/l/MichaelRLyu,https://scholar.google.com/citations?user=uQnBgK0AAAAJ
acm_fellows.csv,"Maurer, Ueli M",Ueli M. Maurer,Ueli M. Maurer,existing_link_corroborated,Ueli M. Maurer,Ueli M. Maurer,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/UMMaurer,https://scholar.google.com/citations?user=TSsq3GMAAAAJ
acm_fellows.csv,"Mynatt, Elizabeth D.",Elizabeth D. Mynatt,Elizabeth D. Mynatt,existing_link_corroborated,Elizabeth D. Mynatt,Elizabeth D. Mynatt,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/ElizabethDMynatt,https://scholar.google.com/citations?user=l7nsfT4AAAAJ
acm_fellows.csv,"Pei, Jian",Jian Pei 0001,Jian Pei 0001,existing_link_corroborated,Jian Pei 0001,Jian Pei 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/p/JianPei,https://scholar.google.com/citations?user=zIMEVKsAAAAJ
acm_fellows.csv,"Pfenning, Frank",Frank Pfenning,Frank Pfenning,existing_link_corroborated,Frank Pfenning,Frank Pfenning,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/p/FPfenning,https://scholar.google.com/citations?user=ghWKWBUAAAAJ
acm_fellows.csv,"Sagiv, Shmuel",Shmuel Sagiv,Shmuel Sagiv,existing_link_corroborated,Shmuel Sagiv,Shmuel Sagiv,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/SSagiv,https://scholar.google.com/citations?user=j4UuW80AAAAJ
acm_fellows.csv,"Schuster, Assaf",Assaf Schuster,Assaf Schuster,existing_link_corroborated,Assaf Schuster,Assaf Schuster,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/AssafSchuster,https://scholar.google.com/citations?user=KfwgjswAAAAJ
acm_fellows.csv,"Skadron, Kevin",Kevin Skadron,Kevin Skadron,existing_link_corroborated,Kevin Skadron,Kevin Skadron,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/KevinSkadron,https://scholar.google.com/citations?user=Q-As1CEAAAAJ
acm_fellows.csv,"Vempala, Santosh",Santosh Vempala,Santosh Vempala,existing_link_corroborated,Santosh Vempala,Santosh Vempala,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/v/SantoshVempala,https://scholar.google.com/citations?user=hRggMmIAAAAJ
acm_fellows.csv,"Wooldridge, Michael",Michael Wooldridge,Michael Wooldridge,existing_link_corroborated,Michael Wooldridge,Michael Wooldridge,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/56/389,https://scholar.google.com/citations?user=JD8v9fkAAAAJ
acm_fellows.csv,"Abramsky, Samson",Samson Abramsky,Samson Abramsky,existing_link_corroborated,Samson Abramsky,Samson Abramsky,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/SamsonAbramsky,https://scholar.google.com/citations?user=L2vmD3MAAAAJ
acm_fellows.csv,"Borodin, Allan",Allan Borodin,Allan Borodin,existing_link_corroborated,Allan Borodin,Allan Borodin,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/02/5164,https://scholar.google.com/citations?user=VIFfuYgAAAAJ
acm_fellows.csv,"Bundy, Alan",Alan Bundy,Alan Bundy,existing_link_corroborated,Alan Bundy,Alan Bundy,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/b/AlanBundy,https://scholar.google.com/citations?user=n7STZEYAAAAJ
acm_fellows.csv,"Cranor, Lorrie Faith",Lorrie Faith Cranor,Lorrie Faith Cranor,existing_link_corroborated,Lorrie Faith Cranor,Lorrie Faith Cranor,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/03/1595,https://scholar.google.com/citations?user=kIUqgbcAAAAJ
acm_fellows.csv,"Davis, Timothy Alden",Timothy A. Davis 0001,Timothy A. Davis 0001,existing_link_corroborated,Timothy A. Davis 0001,Timothy A. Davis 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/81/2844-1,https://scholar.google.com/citations?user=gNMqz_4AAAAJ
acm_fellows.csv,"Devadas, Srinivas",Srinivas Devadas,Srinivas Devadas,existing_link_corroborated,Srinivas Devadas,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/14/3973,https://scholar.google.com/citations?user=y80AokkAAAAJ
acm_fellows.csv,"Dutt, Nikil D.",Nikil Dutt,Nikil Dutt,existing_spelling_variant_corroborated,Nikil D. Dutt,Nikil D. Dutt,"Historical and refreshed names differ, but the source Scholar ID and institution agree; preserve the current source spelling.",,https://dblp.org/pid/d/NikilDDutt,https://scholar.google.com/citations?user=CpBXPVoAAAAJ
acm_fellows.csv,"Ellen, Faith",Faith Ellen,Faith Ellen,existing_link_corroborated,Faith Ellen,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/f/FEFich,
acm_fellows.csv,"Ernst, Michael D",Michael D. Ernst,Michael D. Ernst,existing_link_corroborated,Michael D. Ernst,Michael D. Ernst,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/e/MDErnst,https://scholar.google.com/citations?user=oQ6AeyEAAAAJ
acm_fellows.csv,"Finkelstein, Adam",Adam Finkelstein,Adam Finkelstein,existing_link_corroborated,Adam Finkelstein,Adam Finkelstein,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/f/AdamFinkelstein,https://scholar.google.com/citations?user=a959F6AAAAAJ
acm_fellows.csv,"Freire, Juliana",Juliana Freire,Juliana Freire,existing_link_corroborated,Juliana Freire,Juliana Freire,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/f/JulianaFreire,https://scholar.google.com/citations?user=sSzAlq0AAAAJ
acm_fellows.csv,"Guzdial, Mark",Mark Guzdial,Mark Guzdial,existing_link_corroborated,Mark Guzdial,Mark Guzdial,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/g/MarkGuzdial,https://scholar.google.com/citations?user=iQV2L2IAAAAJ
acm_fellows.csv,"Heiser, Gernot",Gernot Heiser,Gernot Heiser,existing_link_corroborated,Gernot Heiser,Gernot Heiser,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/h/GernotHeiser,https://scholar.google.com/citations?user=0e0Vw3kAAAAJ
acm_fellows.csv,"Joachims, Thorsten",Thorsten Joachims,Thorsten Joachims,existing_link_corroborated,Thorsten Joachims,Thorsten Joachims,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/j/ThorstenJoachims,https://scholar.google.com/citations?user=5tk1PV8AAAAJ
acm_fellows.csv,"Kearns, Michael",Michael Kearns,Michael Kearns,existing_link_corroborated,Michael Kearns,Michael Kearns,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/78/6858,https://scholar.google.com/citations?user=8iQk0DIAAAAJ
acm_fellows.csv,"King, Valerie",Valerie King,Valerie King,existing_link_corroborated,Valerie King,Valerie King,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/ValerieKing,https://scholar.google.com/citations?user=2-iEYMUAAAAJ
acm_fellows.csv,"Kraus, Sarit",Sarit Kraus,Sarit Kraus,existing_link_corroborated,Sarit Kraus,Sarit Kraus,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/SaritKraus,https://scholar.google.com/citations?user=PfgeYGwAAAAJ
acm_fellows.csv,"Mansour, Yishay",Yishay Mansour,Yishay Mansour,existing_link_corroborated,Yishay Mansour,Yishay Mansour,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/YishayMansour,https://scholar.google.com/citations?user=OEJUgwkAAAAJ
acm_fellows.csv,"Mitra, Subhasish",Subhasish Mitra,Subhasish Mitra,existing_link_corroborated,Subhasish Mitra,Subhasish Mitra,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/30/4561,https://scholar.google.com/citations?user=SCdhzWoAAAAJ
acm_fellows.csv,"Mitzenmacher, Michael",Michael Mitzenmacher,Michael Mitzenmacher,existing_link_corroborated,Michael Mitzenmacher,Michael Mitzenmacher,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/74/838,https://scholar.google.com/citations?user=e8aRmAsAAAAJ
acm_fellows.csv,"Narayanan, Vijaykrishnan",Vijaykrishnan Narayanan,Vijaykrishnan Narayanan,existing_link_corroborated,Vijaykrishnan Narayanan,Vijaykrishnan Narayanan,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/v/NarayananVijaykrishnan,https://scholar.google.com/citations?user=UyeTBeoAAAAJ
acm_fellows.csv,"Patel, Jignesh M",Jignesh M. Patel,Jignesh M. Patel,existing_link_corroborated,Jignesh M. Patel,Jignesh M. Patel,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/p/JMPatel,https://scholar.google.com/citations?user=tOjfnFMAAAAJ
acm_fellows.csv,"Reingold, Omer",Omer Reingold,Omer Reingold,existing_link_corroborated,Omer Reingold,Omer Reingold,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/r/OmerReingold,https://scholar.google.com/citations?user=TD9RhcgAAAAJ
acm_fellows.csv,"Rodden, Tom",Tom Rodden,Tom Rodden,existing_link_corroborated,Tom Rodden,Tom Rodden,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/r/TomRodden,https://scholar.google.com/citations?user=gWbK0A0AAAAJ
acm_fellows.csv,"Rubinfeld, Ronitt",Ronitt Rubinfeld,Ronitt Rubinfeld,existing_link_corroborated,Ronitt Rubinfeld,Ronitt Rubinfeld,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/r/RonittRubinfeld,https://scholar.google.com/citations?user=pZhZndYAAAAJ
acm_fellows.csv,"Rus, Daniela",Daniela Rus,Daniela Rus,existing_link_corroborated,Daniela Rus,Daniela Rus,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/r/DanielaRus,https://scholar.google.com/citations?user=910z20QAAAAJ
acm_fellows.csv,"Sangiovanni Vincentelli, Alberto Luigi",Alberto L. Sangiovanni-Vincentelli,Alberto L. Sangiovanni-Vincentelli,existing_link_corroborated,Alberto L. Sangiovanni-Vincentelli,Alberto L. Sangiovanni-Vincentelli,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/ALSangiovanniV,https://scholar.google.com/citations?user=AhgjQ2QAAAAJ
acm_fellows.csv,"Schulzrinne, Henning",Henning Schulzrinne,Henning Schulzrinne,existing_link_corroborated,Henning Schulzrinne,Henning Schulzrinne,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/HenningSchulzrinne,https://scholar.google.com/citations?user=6IHX8J4AAAAJ
acm_fellows.csv,"Srinivasan, Aravind",Aravind Srinivasan,Aravind Srinivasan,existing_link_corroborated,Aravind Srinivasan,Aravind Srinivasan,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/AravindSrinivasan,https://scholar.google.com/citations?user=sPzla6IAAAAJ
acm_fellows.csv,"Sudarshan, S.",S. Sudarshan 0001,S. Sudarshan 0001,existing_link_corroborated,S. Sudarshan 0001,S. Sudarshan 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/SSudarshan1,https://scholar.google.com/citations?user=KtP9-zYAAAAJ
acm_fellows.csv,"Tsudik, Gene",Gene Tsudik,Gene Tsudik,existing_link_corroborated,Gene Tsudik,Gene Tsudik,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/08/1183,https://scholar.google.com/citations?user=WLvuu74AAAAJ
acm_fellows.csv,"Anderson, James H",James H. Anderson,James H. Anderson,existing_link_corroborated,James H. Anderson,James H. Anderson,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/JamesHAnderson,https://scholar.google.com/citations?user=mIZu9oQAAAAJ
acm_fellows.csv,"Bellare, Mihir",Mihir Bellare,Mihir Bellare,existing_link_corroborated,Mihir Bellare,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/b/MBellare,https://scholar.google.com/citations?user=td_5W1cAAAAJ
acm_fellows.csv,"Ceri, Stefano",Stefano Ceri,Stefano Ceri,existing_link_corroborated,Stefano Ceri,Stefano Ceri,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/c/StefanoCeri,https://scholar.google.com/citations?user=aiulJmIAAAAJ
acm_fellows.csv,"Chakrabarty, Krishnendu",Krishnendu Chakrabarty,Krishnendu Chakrabarty,existing_link_corroborated,Krishnendu Chakrabarty,Krishnendu Chakrabarty,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/c/KrishnenduChakrabarty,https://scholar.google.com/citations?user=R_VPUyEAAAAJ
acm_fellows.csv,"Chellappa, Ramalingam",Ramalingam Chellappa,Ramalingam Chellappa,existing_link_corroborated,Ramalingam Chellappa,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/c/RamaChellappa,https://scholar.google.com/citations?user=L60tuywAAAAJ
acm_fellows.csv,"Cox, Ingemar J.",Ingemar J. Cox,Ingemar J. Cox,existing_link_corroborated,Ingemar J. Cox,Ingemar J. Cox,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/c/IngemarJCox,https://scholar.google.com/citations?user=b88nUpYAAAAJ
acm_fellows.csv,"Dechter, Rina",Rina Dechter,Rina Dechter,existing_link_corroborated,Rina Dechter,Rina Dechter,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/d/RDechter,https://scholar.google.com/citations?user=PI_3bqEAAAAJ
acm_fellows.csv,"Gao, Wen",Wen Gao 0001,Wen Gao 0001,existing_link_corroborated,Wen Gao 0001,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/18/7486,https://scholar.google.com/citations?user=u9aw5o8AAAAJ
acm_fellows.csv,"Garlan, David",David Garlan,David Garlan,existing_link_corroborated,David Garlan,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/01/2201,https://scholar.google.com/citations?user=saLJmksAAAAJ
acm_fellows.csv,"Hearst, Marti",Marti Hearst,Marti Hearst,existing_link_corroborated,Marti Hearst,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/h/MartiAHearst,https://scholar.google.com/citations?user=664NOb0AAAAJ
acm_fellows.csv,"Jarke, Matthias",Matthias Jarke,Matthias Jarke,existing_link_corroborated,Matthias Jarke,Matthias Jarke,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/j/MatthiasJarke,https://scholar.google.com/citations?user=JbioEFgAAAAJ
acm_fellows.csv,"Katabi, Dina",Dina Katabi,Dina Katabi,existing_link_corroborated,Dina Katabi,Dina Katabi,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/DinaKatabi,https://scholar.google.com/citations?user=nst5fHgAAAAJ
acm_fellows.csv,"Kautz, Henry A",Henry A. Kautz,Henry A. Kautz,existing_link_corroborated,Henry A. Kautz,Henry A. Kautz,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/HenryAKautz,https://scholar.google.com/citations?user=WxQyOYQAAAAJ
acm_fellows.csv,"Manning, Christopher",Christopher D. Manning,Christopher D. Manning,existing_link_corroborated,Christopher D. Manning,Christopher D. Manning,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/ChristopherDManning,https://scholar.google.com/citations?user=1zmDOdwAAAAJ
acm_fellows.csv,"Marathe, Madhav",Madhav Marathe,Madhav Marathe,existing_link_corroborated,Madhav Marathe,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/52/991,https://scholar.google.com/citations?user=diIore8AAAAJ
acm_fellows.csv,"Mellor-Crummey, John",John M. Mellor-Crummey,John M. Mellor-Crummey,existing_link_corroborated,John M. Mellor-Crummey,John M. Mellor-Crummey,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/JMMellorCrummey,https://scholar.google.com/citations?user=wX0XpxMAAAAJ
acm_fellows.csv,"Roscoe, Timothy",Timothy Roscoe,Timothy Roscoe,existing_link_corroborated,Timothy Roscoe,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/r/TimothyRoscoe,https://scholar.google.com/citations?user=QfVWndgAAAAJ
