name,year,google_scholar_profile_quality,category,review_requested,reason,acm_fellow_profile,google_scholar_profile,dblp_profile,acm_citation,scholar_name,scholar_affiliation,sample_publications,dblp_title_matches,evidence_title,evidence_authors,supporting_source,reviewed_at,scholar_fetched_at,acm_fetched_at,scholar_capture_sha256,previous_quality,previous_category,previous_reason,adjacent_sample_lower_bound,reassessment_basis
Perry Cook,2008,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/cook_4412276,,https://dblp.org/pid/33/6929,"For contributions to computer music, physics-based sound synthesis and voice analysis/synthesis.",,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:05:31Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Richard Szeliski,2008,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/szeliski_2475143,https://scholar.google.com/citations?user=3_u1jHQAAAAJ,https://dblp.org/pid/46/2186,For contributions to computational photography.,Richard Szeliski,"Google DeepMind + CSE, The University of Washington",20,20,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:27:29Z,2026-09-13T18:05:39Z,a08f4c05f3a5829b42e488805a58ecc7f7af8a7a4f6d31058dfe30d60425ff49,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Rob A Rutenbar,2008,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/rutenbar_1753128,https://scholar.google.com/citations?user=avq8-1QAAAAJ,https://dblp.org/pid/r/RobARutenbar,For contributions to computer-aided design tools for mixed-signal integrated circuits.,Rob A. Rutenbar,"Professor of Computer Science and Electrical and Computer Engineering, University of Pittsburgh",20,17,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:27:37Z,2026-09-13T18:05:46Z,f9ec1f90c614f8b800a7e0380934354732e5cdec3ae9bcbe380550b6f291279a,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Roy Levin,2008,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/levin_1310671,,https://dblp.org/pid/83/749,For contributions to software and systems.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:05:54Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Sanjeev Arora,2008,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/arora_N027029,https://scholar.google.com/citations?user=RUP4S68AAAAJ,https://dblp.org/pid/a/SArora,For foundational work on probabilistically checkable proofs and approximate solutions to NP-hard optimization problems.,Sanjeev Arora,"Professor of Computer Science, Princeton University",20,20,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:27:53Z,2026-09-13T18:06:01Z,7b982aaf0160544e360705f142ba2a15637da6735923556c1b4512479bdb143c,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Stephen A Cook,2008,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/cook_N991950,https://scholar.google.com/citations?user=VGxPtzIAAAAJ,https://dblp.org/pid/c/StephenACook,For fundamental contributions to the theory of computational complexity.,Stephen Cook,"Department of Computer Science, University of Toronto",20,15,,,,2026-09-17T21:17:16-04:00,2026-09-17T02:11:31Z,2026-09-13T18:06:08Z,e02114a08c3a85115a21b42fd0d2301d00d77fbc30ab59af230d18984b76a9db,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Tuomas Sandholm,2008,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/sandholm_4521530,https://scholar.google.com/citations?user=0DpK1EMAAAAJ,https://dblp.org/pid/s/TuomasSandholm,For contributions to combinatorial auctions and mechanism design.,Tuomas Sandholm,"Angel Jordan University Professor of Computer Science, Carnegie Mellon University",20,15,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:30:15Z,2026-09-13T18:06:16Z,c029d62429b70a101dd20134ad1ce609ef9af0b38a823d26f0f1dc36411766ba,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Umeshwar Dayal,2008,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/dayal_CR54528,,https://dblp.org/pid/76/2198,"For contributions to managing federated, active, and heterogeneous databases.",,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:06:23Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Vivek Sarkar,2008,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/sarkar_2125300,https://scholar.google.com/citations?user=XjeIqxYAAAAJ,https://dblp.org/pid/s/VivekSarkar,For contributions to technologies for parallel computing.,Vivek Sarkar,"School of Computer Science, Georgia Institute of Technology",20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:30:22Z,2026-09-13T18:06:29Z,24f7de936b1ba33f3b9606129d2fa6c52219c30e5eaae2f758810c61d6953059,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Watts S. Humphrey,2008,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/humphrey_1884790,,https://dblp.org/pid/63/1672,For contributions to software engineering process discipline.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:06:36Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
William A.S. Buxton,2008,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/buxton_7390685,https://scholar.google.com/citations?user=yrWgTM8AAAAJ,https://dblp.org/pid/b/WilliamBuxton,For contributions to the field of human-computer interaction.,Bill Buxton,Microsoft Research,20,15,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:30:29Z,2026-09-13T18:08:05Z,9c6b58fa7cd2c4fe43d0f7ef53763e10cd1a7e58e6a6df9e0fcac30e330b9bd5,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Xiaotie Deng,2008,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/deng_3732898,https://scholar.google.com/citations?user=OBUwP_oAAAAJ,https://dblp.org/pid/d/XiaotieDeng,For contributions to the interface of algorithmic methodology and game theory.,Xiaotie Deng,"Chair Professor of Computer Science, Peking University, Beijing, China",20,20,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:30:37Z,2026-09-13T18:08:13Z,36e52586943899b7c51d7bfc3fe46161425d1ef25850d460bf1e103bbcbeb2a2,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Amir Pnueli,2007,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/pnueli_4725172,,https://dblp.org/pid/p/AmirPnueli,For contributions to program and system verification.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:08:19Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Anant Agarwal,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/agarwal_3320751,https://scholar.google.com/citations?user=E6XXUFcAAAAJ,https://dblp.org/pid/a/AAgarwal,For contributions to parallel and reconfigurable computing.,Anant Agarwal,"Founder and CEO of edX, Professor of Electrical Engineering and Computer Science at MIT",20,17,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:30:45Z,2026-09-13T18:08:26Z,64e9fc5ef21053f9e0bea783e7f9bdce852e8e9d98bbc3276505f1b2a7f58721,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Andrei Broder,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/broder_N005132,https://scholar.google.com/citations?user=7b858c0AAAAJ,https://dblp.org/pid/09/4301,For contributions to algorithms and web technology.,Andrei Broder,"Distinguished Scientist, Google",20,16,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:30:51Z,2026-09-13T18:08:33Z,c2281a520e2a993c1c203456f2093461ec8510a4d4cf21689baa77218535ac83,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Aristides Requicha,2007,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/requicha_1452523,,https://dblp.org/pid/42/417,For contributions to solid modeling and nanorobotics.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:08:40Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Avrim Blum,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/blum_3732674,https://scholar.google.com/citations?user=Jlv4MR4AAAAJ,https://dblp.org/pid/b/AvrimBlum,For contributions to learning theory and algorithms.,Avrim Blum,"Professor and Chief Academic Officer, Toyota Technological Institute at Chicago",20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:30:59Z,2026-09-13T18:08:47Z,5e919aa48117ebf4f0dac7be4eb494c298577c74ebc63f61061596635942e445,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Bud Mishra,2007,Y,mostly_adjacent_with_retained_concern,N,"At least 19/20 sampled publications are relevant or reasonably adjacent to the ACM-grounded identity. Y under the user's tolerant majority rule; the earlier isolated attribution concern is retained as evidence, not a reason to reject the profile.",https://awards.acm.org/award-recipients/mishra_4137345,https://scholar.google.com/citations?user=kXVBr20AAAAJ,https://dblp.org/pid/m/BhubaneswarMishra,For contributions to symbolic computation and computational biology.,Bud Mishra,Professor of Computer Science and Mathematics,20,6,Force control,"B Siciliano, L Villani, G Oriolo, A De Luca",,2026-09-17T21:21:43-04:00,2026-09-16T21:31:05Z,2026-09-13T18:08:53Z,f340f7aded40adf37a0c95aa573dab8141a86b60422d3aa207a42800f7758038,N,provisional_attribution_concern,"The selected publication is credited to other authors in the captured profile, without an evident Fellow contribution. Provisional N pending verification of full credits, contributor roles and merged versions.",19,"Individual inspection of all captured titles and credits against ACM research context; lower bound includes clearly relevant or adjacent work, not a certification of authorship."
Catriel Beeri,2007,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/beeri_1289180,,https://dblp.org/pid/b/CBeeri,For contributions to database theory.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:09:00Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Daniel Huttenlocher,2007,Y,reasonable_verified_exception,N,MIT Press explicitly credits Daniel P. Huttenlocher as a contributor to Object Recognition by Computer.,https://awards.acm.org/award-recipients/huttenlocher_3791746,https://scholar.google.com/citations?user=q16KVs0AAAAJ,https://dblp.org/pid/h/DPHuttenlocher,For contributions to computer vision.,Daniel Huttenlocher,Massachusetts Institute of Technology,20,17,,,https://mitpress.mit.edu/9780262071307/object-recognition-by-computer/,2026-09-17T21:17:16-04:00,2026-09-16T21:31:12Z,2026-09-13T18:09:07Z,4b3830ce0b8508a363633b2d75a2dc6889330354f18800e4f73c556a57925bf9,Y,reasonable_verified_exception,MIT Press explicitly credits Daniel P. Huttenlocher as a contributor to Object Recognition by Computer.,,
Danny Dolev,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/dolev_1711167,https://scholar.google.com/citations?user=RAt7zSUAAAAJ,https://dblp.org/pid/d/DannyDolev,For contributions to fault-tolerant distributed computing.,Danny Dolev,"Professor of Computer Science, The Hebrew University",20,20,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:31:20Z,2026-09-13T18:09:14Z,a50ce55b582d86aac53a6d6d181530c442e25e7cc591adf504715e870b4af461,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
David Padua,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/padua_4317590,https://scholar.google.com/citations?user=QaLf6bEAAAAJ,https://dblp.org/pid/p/DavidAPadua,For contributions to compiler support for parallel computing.,David Padua,"Professor Emeritus, University of Illinois at Urbana-Champaign",20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:31:28Z,2026-09-13T18:09:22Z,ae005ad1823d1822155c6cbf41001788c2a236ad5057c3e5d52ad2ffae4381be,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Demetri Terzopoulos,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/terzopoulos_5090733,https://scholar.google.com/citations?user=pKuBFaQAAAAJ,https://dblp.org/pid/85/4738,For contributions to computer graphics and vision.,Demetri Terzopoulos,"Distinguished Professor & Chancellor's Professor of Computer Science, UCLA",20,17,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:31:36Z,2026-09-13T18:09:29Z,4011f92523172d5060c14e5c3d64197e1e4345de4fd0eab119bc88561c8d6bda,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Donald E Thomas,2007,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/thomas_1644756,,https://dblp.org/pid/t/DonaldEThomas,For contributions to computer-aided design of integrated circuits and systems.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:09:36Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Edward A Feigenbaum,2007,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/feigenbaum_4167235,,https://dblp.org/pid/f/EdwardAFeigenbaum,For contributions to artificial intelligence.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:09:42Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Edward Felten,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/felten_5140041,https://scholar.google.com/citations?user=watx0IAAAAAJ,https://dblp.org/pid/f/EdwardWFelten,For contributions to security and the public policy of information technology.,Edward W. Felten,"Robert E. Kahn Professor of Computer Science and Public Affairs, Princeton University",20,14,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:31:44Z,2026-09-13T18:09:49Z,302bdd361375383a0aa5e4dd7cf60ff2cfea4eeee3e14f8c47c5be2d39ee6472,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Eliot Moss,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/moss_1491653,https://scholar.google.com/citations?user=yYtaDFUAAAAJ,https://dblp.org/pid/m/JEliotBMoss,For contributions in transactions and memory management.,J. Eliot B. Moss,"Professor Emeritus of Information and Computer Sciences, University of Massachusetts Amherst",20,15,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:31:50Z,2026-09-13T18:09:56Z,977a9748470478c1ce402287f2fcc9a40e2d08efec20097fdd266f6d677b07c0,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Eric A. Brewer,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/brewer_UI34063,https://scholar.google.com/citations?user=BbzYzsgAAAAJ,https://dblp.org/pid/b/EricABrewer,"For the design of scalable, reliable internet services.",Eric Brewer,Google and UC Berkeley,20,16,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:31:57Z,2026-09-13T18:10:03Z,5e66577acc64e46215ee18ac99de274385f75c49e40584b391e96b07a89cdccf,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Eric S Roberts,2007,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/roberts_2086759,,https://dblp.org/pid/13/336,For contributions to computer science education.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:10:09Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Gary M Olson,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/olson_2607703,https://scholar.google.com/citations?user=4XyoYbAAAAAJ,https://dblp.org/pid/o/GaryMOlson,For contributions to computer-supported collaborative work.,Gary M. Olson,"Dept. of Informatics, University of California, Irvine",20,11,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:32:03Z,2026-09-13T18:10:17Z,307459d2bc60aaa9042c52148330f327d24803db4808d28414aeac7b30824af6,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Georg Gottlob,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/gottlob_2684009,https://scholar.google.com/citations?user=i72_SkUAAAAJ,https://dblp.org/pid/g/GeorgGottlob,For contributions to the theory of artificial intelligence and database systems.,Georg Gottlob,"Professor of Informatics, University of Calabria",20,18,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:32:10Z,2026-09-13T18:10:25Z,c1b0c9c9fadbaf021e647ef56ddb2bd321d7560caf2a864625c746701e90e9b5,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Guang Gao,2007,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/gao_1954601,,https://dblp.org/pid/79/2281,For contributions to multiprocessor computers and compiler optimization techniques.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:10:32Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
HongJiang Zhang,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/zhang_NC44438,https://scholar.google.com/citations?user=u6wmNbQAAAAJ,https://dblp.org/pid/z/HongJiangZhang,For contributions to content-based analysis and retrieval of multimedia.,HongJiang Zhang,Sourcecode Capital,20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:32:26Z,2026-09-13T18:10:39Z,77d90ef565d6f064e7e769dfcbd0cf528dc590fd311bb242a6b159241904479e,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
John C Klensin,2007,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/klensin_1101344,,https://dblp.org/pid/20/1355,For contributions to networking standards and internet applications.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:10:45Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Lance Fortnow,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/fortnow_2834851,https://scholar.google.com/citations?user=Yf5wVssAAAAJ,https://dblp.org/pid/f/LanceFortnow,For contributions to complexity theory.,Lance Fortnow,Illinois Institute of Technology,20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:32:33Z,2026-09-13T18:10:52Z,de675f4ae9f5e46401c60300092a63b94a5352dd248aa2015af689c04edfe983,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Larry Constantine,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/constantine_3358900,https://scholar.google.com/citations?user=sDomS30AAAAJ,https://dblp.org/pid/81/6587,For contributions to software design.,Larry Constantine,"Professor (ret.), University of Madeira",20,8,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:32:41Z,2026-09-13T18:12:26Z,6ef781b9df12d3cd1c1371e64eeaac929064e2818c72711d2a4d801442a866fd,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Marc Levoy,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/levoy_2513653,https://scholar.google.com/citations?user=gbVh3PEAAAAJ,https://dblp.org/pid/l/MarcLevoy,For contributions to computer graphics.,Marc Levoy,"Professor of Computer Science, Emeritus, Stanford University",20,18,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:32:48Z,2026-09-13T18:12:33Z,422370aac5515f979813a4f64722542530400d8c8f4548d16f6f1701ab367126,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Martin Odersky,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/odersky_3873304,https://scholar.google.com/citations?user=LbRD9tEAAAAJ,https://dblp.org/pid/o/MartinOdersky,For contributions to functional and object-oriented programming languages.,Martin Odersky,EPFL,20,15,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:32:55Z,2026-09-13T18:12:41Z,b56a0da7ab05904357e69e6d5925633b759f98b771c1c88b611480ad5451b3fe,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Michael F. Cohen,2007,Y,mostly_adjacent_with_retained_concern,N,"At least 16/20 sampled publications are relevant or reasonably adjacent to the ACM-grounded identity. Y under the user's tolerant majority rule; the earlier isolated attribution concern is retained as evidence, not a reason to reject the profile.",https://awards.acm.org/award-recipients/cohen_3186095,https://scholar.google.com/citations?user=YAtwLpwAAAAJ,https://dblp.org/pid/07/1994,For contributions to computer graphics and computer vision.,Michael F Cohen,Facebook,20,16,"Initial public health response and interim clinical guidance for the 2019 novel coronavirus outbreak—United States, December 31, 2019–February 4, 2020",DB Jernigan,,2026-09-17T21:21:43-04:00,2026-09-16T21:33:02Z,2026-09-13T18:12:47Z,3dbe4a54614e20c3ad54e6ee4659215919b2930201a5a64c0da2b3da8b3a4e6a,N,provisional_attribution_concern,"The selected publication is credited to other authors in the captured profile, without an evident Fellow contribution. Provisional N pending verification of full credits, contributor roles and merged versions.",16,The prior ACM-grounded identity and topic review is supported by a majority of captured titles matching the reviewed DBLP bibliography; isolated anomalies do not lower profile-level quality.
Mitchell Wand,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/wand_1239896,https://scholar.google.com/citations?user=Y0E0lsgAAAAJ,https://dblp.org/pid/w/MitchellWand,For contributions to type theory and program analysis.,Mitchell Wand,"Professor of Computer Science, Northeastern University",20,17,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:33:09Z,2026-09-13T18:12:55Z,1f4397beca45b038cef6243b7033d40c1226e2dacc40076812300fa82ff2a98d,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Monica Lam,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/lam_3416419,https://scholar.google.com/citations?user=4hS0jZ8AAAAJ,https://dblp.org/pid/l/MonicaSLam,For contributions to compilers and program analysis.,Monica S. Lam,"Professor of Computer Science, Stanford University",20,17,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:35:44Z,2026-09-13T18:13:01Z,9b23a70d1a5ee61755cb82843d0c4dad61a0f52f47cb1e74f3682b8aecc20beb,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Philip Wadler,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/wadler_3048733,https://scholar.google.com/citations?user=Iz-3VFQAAAAJ,https://dblp.org/pid/w/PhilipWadler,For contributions to the theory of programming languages.,Philip Wadler,University of Edinburgh and IOHK/IOG,20,18,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:35:51Z,2026-09-13T18:13:09Z,5b01c7a1a02c40df3ddcc876952f0f4b8ac81cf57e43a4f2fd2b68bc2b1541dd,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Rajeev Alur,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/alur_3671617,https://scholar.google.com/citations?user=ZvLa1RIAAAAJ,https://dblp.org/pid/a/RAlur,For contributions to the specification and verification of reactive and hybrid systems.,Rajeev Alur,"Zisman Family Professor of Computer and Information Science, University of Pennsylvania",20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:35:58Z,2026-09-13T18:13:17Z,68e0eb62427608b22a64bb81f9d50bb60eaec18be018bb41e60eecc5bb9962e4,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
